road,point
Pittwater Road Northbound,"-33.75432,151.28429"
Pittwater Road Northbound,"-33.7542,151.28442"
Pittwater Road Northbound,"-33.75419,151.28443"
Pittwater Road Northbound,"-33.75391,151.28481"
Pittwater Road Northbound,"-33.75373,151.28507"
Pittwater Road Northbound,"-33.75336,151.2856"
Pittwater Road Northbound,"-33.75318,151.28585"
Pittwater Road Northbound,"-33.75307,151.28601"
Pittwater Road Northbound,"-33.75251,151.28682"
Pittwater Road Northbound,"-33.75221,151.28724"
Pittwater Road Northbound,"-33.75204,151.28748"
Pittwater Road Northbound,"-33.75179,151.28783"
Pittwater Road Northbound,"-33.75159,151.28812"
Pittwater Road Northbound,"-33.75141,151.28838"
Pittwater Road Northbound,"-33.75124,151.28859"
Pittwater Road Northbound,"-33.75115,151.28868"
Pittwater Road Northbound,"-33.75108,151.28873"
Pittwater Road Northbound,"-33.75,151.28932"
Pittwater Road Northbound,"-33.74977,151.28944"
Pittwater Road Northbound,"-33.74932,151.2897"
Pittwater Road Northbound,"-33.74913,151.28981"
Pittwater Road Northbound,"-33.74881,151.28999"
Pittwater Road Northbound,"-33.7483,151.29026"
Pittwater Road Northbound,"-33.74825,151.29029"
Pittwater Road Northbound,"-33.74778,151.29054"
Pittwater Road Northbound,"-33.74739,151.29075"
Pittwater Road Northbound,"-33.74708,151.29092"
Pittwater Road Northbound,"-33.74698,151.29101"
Pittwater Road Northbound,"-33.74687,151.2911"
Pittwater Road Northbound,"-33.74656,151.29147"
Pittwater Road Northbound,"-33.74606,151.29212"
Pittwater Road Northbound,"-33.74602,151.29218"
Pittwater Road Northbound,"-33.74582,151.29245"
Pittwater Road Northbound,"-33.74577,151.29252"
Pittwater Road Northbound,"-33.74568,151.29267"
Pittwater Road Northbound,"-33.74567,151.29269"
Pittwater Road Northbound,"-33.74558,151.29286"
Pittwater Road Northbound,"-33.74543,151.29324"
Pittwater Road Northbound,"-33.74527,151.29373"
Pittwater Road Northbound,"-33.74512,151.29426"
Pittwater Road Northbound,"-33.74505,151.29451"
Pittwater Road Northbound,"-33.74499,151.29474"
Pittwater Road Northbound,"-33.74487,151.29523"
Pittwater Road Northbound,"-33.74472,151.29588"
Pittwater Road Northbound,"-33.7447,151.29603"
Pittwater Road Northbound,"-33.74467,151.29635"
Pittwater Road Northbound,"-33.74467,151.29672"
Pittwater Road Northbound,"-33.74465,151.29909"
Pittwater Road Northbound,"-33.74465,151.3003"
Pittwater Road Northbound,"-33.74467,151.30079"
Pittwater Road Northbound,"-33.7447,151.30136"
Pittwater Road Northbound,"-33.74472,151.30172"
Pittwater Road Northbound,"-33.74472,151.30175"
Pittwater Road Northbound,"-33.7447,151.30191"
Pittwater Road Northbound,"-33.74467,151.30204"
Pittwater Road Northbound,"-33.7446,151.30223"
Pittwater Road Northbound,"-33.74451,151.30236"
Pittwater Road Northbound,"-33.74444,151.30244"
Pittwater Road Northbound,"-33.74438,151.3025"
Pittwater Road Northbound,"-33.74432,151.30254"
Pittwater Road Northbound,"-33.74377,151.30295"
Pittwater Road Northbound,"-33.74362,151.30308"
Pittwater Road Northbound,"-33.74328,151.30335"
Pittwater Road Northbound,"-33.74301,151.30352"
Pittwater Road Northbound,"-33.74285,151.30358"
Pittwater Road Northbound,"-33.74276,151.30359"
Pittwater Road Northbound,"-33.74265,151.30359"
Pittwater Road Northbound,"-33.74254,151.30358"
Pittwater Road Northbound,"-33.74223,151.30349"
Pittwater Road Northbound,"-33.74183,151.30339"
Pittwater Road Northbound,"-33.74137,151.30324"
Pittwater Road Northbound,"-33.74133,151.30323"
Pittwater Road Northbound,"-33.74097,151.30308"
Pittwater Road Northbound,"-33.74028,151.30281"
Pittwater Road Northbound,"-33.74003,151.30275"
Pittwater Road Northbound,"-33.73986,151.30273"
Pittwater Road Northbound,"-33.73951,151.30268"
Pittwater Road Northbound,"-33.73912,151.30264"
Pittwater Road Northbound,"-33.73802,151.30251"
Pittwater Road Northbound,"-33.73772,151.30247"
Pittwater Road Northbound,"-33.73729,151.30242"
Pittwater Road Northbound,"-33.73599,151.30228"
Pittwater Road Northbound,"-33.73584,151.30227"
Pittwater Road Northbound,"-33.73555,151.30224"
Pittwater Road Northbound,"-33.73533,151.30222"
Pittwater Road Northbound,"-33.73507,151.30217"
Pittwater Road Northbound,"-33.73493,151.30215"
Pittwater Road Northbound,"-33.73456,151.30207"
Pittwater Road Northbound,"-33.73415,151.302"
Pittwater Road Northbound,"-33.73398,151.30197"
Pittwater Road Northbound,"-33.73371,151.30188"
Pittwater Road Northbound,"-33.73338,151.30174"
Pittwater Road Northbound,"-33.73306,151.3016"
Pittwater Road Northbound,"-33.73275,151.30146"
Pittwater Road Northbound,"-33.73226,151.30124"
Pittwater Road Northbound,"-33.73207,151.30114"
Pittwater Road Northbound,"-33.73165,151.30095"
Pittwater Road Northbound,"-33.73115,151.30073"
Pittwater Road Northbound,"-33.73091,151.30063"
Pittwater Road Northbound,"-33.72971,151.30013"
Pittwater Road Northbound,"-33.72907,151.29989"
Pittwater Road Northbound,"-33.7286,151.29972"
Pittwater Road Northbound,"-33.72852,151.29969"
Pittwater Road Northbound,"-33.72803,151.29951"
Pittwater Road Northbound,"-33.7278,151.29943"
Pittwater Road Northbound,"-33.72752,151.29934"
Pittwater Road Northbound,"-33.72724,151.29928"
Pittwater Road Northbound,"-33.726,151.29906"
Pittwater Road Northbound,"-33.72502,151.29889"
Pittwater Road Northbound,"-33.72476,151.29884"
Pittwater Road Northbound,"-33.7235,151.29862"
Pittwater Road Northbound,"-33.72298,151.29853"
Pittwater Road Northbound,"-33.72286,151.29851"
Pittwater Road Northbound,"-33.7228,151.2985"
Pittwater Road Northbound,"-33.72265,151.29847"
Pittwater Road Northbound,"-33.72226,151.29839"
Pittwater Road Northbound,"-33.72176,151.2983"
Pittwater Road Northbound,"-33.72151,151.29825"
Pittwater Road Northbound,"-33.72132,151.29822"
Pittwater Road Northbound,"-33.72098,151.29815"
Pittwater Road Northbound,"-33.72057,151.29808"
Pittwater Road Northbound,"-33.72017,151.29801"
Pittwater Road Northbound,"-33.72001,151.29798"
Pittwater Road Northbound,"-33.71978,151.29794"
Pittwater Road Northbound,"-33.71956,151.2979"
Pittwater Road Northbound,"-33.71922,151.29784"
Pittwater Road Northbound,"-33.71911,151.29782"
Pittwater Road Northbound,"-33.71907,151.29781"
Pittwater Road Northbound,"-33.71856,151.29772"
Pittwater Road Northbound,"-33.71819,151.29767"
Pittwater Road Northbound,"-33.71672,151.29741"
Pittwater Road Northbound,"-33.71577,151.29735"
Pittwater Road Northbound,"-33.71549,151.29734"
Pittwater Road Northbound,"-33.71542,151.29733"
Pittwater Road Northbound,"-33.71513,151.29732"
Pittwater Road Northbound,"-33.71479,151.2973"
Pittwater Road Northbound,"-33.71437,151.29727"
Pittwater Road Northbound,"-33.71405,151.29725"
Pittwater Road Northbound,"-33.71382,151.29724"
Pittwater Road Northbound,"-33.71345,151.29723"
Pittwater Road Northbound,"-33.71277,151.29718"
Pittwater Road Northbound,"-33.7126,151.29718"
Pittwater Road Northbound,"-33.71257,151.29718"
Pittwater Road Northbound,"-33.71245,151.2972"
Pittwater Road Northbound,"-33.71232,151.29715"
Pittwater Road Northbound,"-33.71214,151.29706"
Pittwater Road Northbound,"-33.71198,151.29698"
Pittwater Road Northbound,"-33.71176,151.29686"
Pittwater Road Northbound,"-33.71154,151.29674"
Pittwater Road Northbound,"-33.71149,151.29671"
Pittwater Road Northbound,"-33.71145,151.29669"
Pittwater Road Northbound,"-33.71135,151.29663"
Pittwater Road Northbound,"-33.71123,151.29655"
Pittwater Road Northbound,"-33.71113,151.29644"
Pittwater Road Northbound,"-33.71106,151.29641"
Pittwater Road Northbound,"-33.71094,151.29635"
Pittwater Road Northbound,"-33.71009,151.29584"
Pittwater Road Northbound,"-33.70995,151.29576"
Pittwater Road Northbound,"-33.70986,151.29573"
Pittwater Road Northbound,"-33.70979,151.2958"
Pittwater Road Northbound,"-33.70978,151.29581"
Pittwater Road Northbound,"-33.70975,151.29583"
Pittwater Road Northbound,"-33.70952,151.29592"
Pittwater Road Northbound,"-33.70942,151.29596"
Pittwater Road Northbound,"-33.70915,151.29606"
Pittwater Road Northbound,"-33.70904,151.29609"
Pittwater Road Northbound,"-33.70894,151.29613"
Pittwater Road Northbound,"-33.70868,151.2962"
Pittwater Road Northbound,"-33.70782,151.29652"
Pittwater Road Northbound,"-33.7077,151.29657"
Pittwater Road Northbound,"-33.70739,151.29669"
Pittwater Road Northbound,"-33.70717,151.29677"
Pittwater Road Northbound,"-33.70664,151.29697"
Pittwater Road Northbound,"-33.70625,151.29707"
Pittwater Road Northbound,"-33.70607,151.2971"
Pittwater Road Northbound,"-33.70605,151.29711"
Pittwater Road Northbound,"-33.7056,151.29719"
Pittwater Road Northbound,"-33.70513,151.29729"
Pittwater Road Northbound,"-33.70504,151.29731"
Pittwater Road Northbound,"-33.7045,151.29739"
Pittwater Road Northbound,"-33.70437,151.29741"
Pittwater Road Northbound,"-33.70426,151.29743"
Pittwater Road Northbound,"-33.70379,151.29751"
Pittwater Road Northbound,"-33.70349,151.29757"
Pittwater Road Northbound,"-33.70333,151.2976"
Pittwater Road Northbound,"-33.70318,151.29764"
Pittwater Road Northbound,"-33.70281,151.29781"
Pittwater Road Northbound,"-33.70255,151.29797"
Pittwater Road Northbound,"-33.70225,151.29819"
Pittwater Road Northbound,"-33.70185,151.29849"
Pittwater Road Northbound,"-33.7004,151.29957"
Pittwater Road Northbound,"-33.70012,151.29977"
Pittwater Road Northbound,"-33.69985,151.29992"
Pittwater Road Northbound,"-33.69975,151.29996"
Pittwater Road Northbound,"-33.69969,151.29999"
Pittwater Road Northbound,"-33.69958,151.30004"
Pittwater Road Northbound,"-33.69911,151.30019"
Pittwater Road Northbound,"-33.69891,151.30025"
Pittwater Road Northbound,"-33.69828,151.30045"
Pittwater Road Northbound,"-33.69813,151.30049"
Pittwater Road Northbound,"-33.69786,151.30058"
Pittwater Road Northbound,"-33.69767,151.30063"
Pittwater Road Northbound,"-33.69727,151.30084"
Pittwater Road Northbound,"-33.69711,151.30093"
Pittwater Road Northbound,"-33.69678,151.30116"
Pittwater Road Northbound,"-33.69612,151.30167"
Pittwater Road Northbound,"-33.69573,151.30198"
Pittwater Road Northbound,"-33.69562,151.30206"
Pittwater Road Northbound,"-33.69484,151.30267"
Pittwater Road Northbound,"-33.69427,151.30309"
Pittwater Road Northbound,"-33.69348,151.30371"
Pittwater Road Northbound,"-33.69348,151.30371"
Pittwater Road Northbound,"-33.69295,151.3041"
Pittwater Road Northbound,"-33.69268,151.30431"
Pittwater Road Northbound,"-33.69233,151.30456"
Pittwater Road Northbound,"-33.69189,151.30489"
Pittwater Road Northbound,"-33.69171,151.30498"
Pittwater Road Northbound,"-33.69148,151.30507"
Pittwater Road Northbound,"-33.69127,151.30513"
Pittwater Road Northbound,"-33.69121,151.30514"
Pittwater Road Northbound,"-33.69104,151.30515"
Pittwater Road Northbound,"-33.69092,151.30516"
Pittwater Road Northbound,"-33.69083,151.30516"
Pittwater Road Northbound,"-33.69069,151.30515"
Pittwater Road Northbound,"-33.69045,151.30511"
Pittwater Road Northbound,"-33.68952,151.30489"
Pittwater Road Northbound,"-33.68902,151.30481"
Pittwater Road Northbound,"-33.68874,151.30476"
Pittwater Road Northbound,"-33.68852,151.30473"
Pittwater Road Northbound,"-33.68814,151.30467"
Pittwater Road Northbound,"-33.68784,151.30462"
Pittwater Road Northbound,"-33.68763,151.30457"
Pittwater Road Northbound,"-33.68521,151.30396"
Pittwater Road Northbound,"-33.68433,151.30372"
Pittwater Road Northbound,"-33.68429,151.30371"
Pittwater Road Northbound,"-33.68408,151.30365"
Pittwater Road Northbound,"-33.68285,151.30333"
Pittwater Road Northbound,"-33.68248,151.30321"
Pittwater Road Northbound,"-33.68168,151.303"
Pittwater Road Northbound,"-33.6811,151.30284"
Pittwater Road Northbound,"-33.68067,151.30274"
Pittwater Road Northbound,"-33.68024,151.30262"
Pittwater Road Northbound,"-33.68013,151.30262"
Pittwater Road Northbound,"-33.68008,151.30261"
Pittwater Road Northbound,"-33.68003,151.30261"
Pittwater Road Northbound,"-33.67985,151.30261"
Pittwater Road Northbound,"-33.67966,151.30263"
Pittwater Road Southbound,"-33.67968,151.30274"
Pittwater Road Southbound,"-33.67975,151.30272"
Pittwater Road Southbound,"-33.6798,151.30271"
Pittwater Road Southbound,"-33.67998,151.3027"
Pittwater Road Southbound,"-33.68015,151.30272"
Pittwater Road Southbound,"-33.68043,151.30278"
Pittwater Road Southbound,"-33.68051,151.30283"
Pittwater Road Southbound,"-33.68059,151.30285"
Pittwater Road Southbound,"-33.68065,151.30286"
Pittwater Road Southbound,"-33.68072,151.30288"
Pittwater Road Southbound,"-33.68084,151.30291"
Pittwater Road Southbound,"-33.6809,151.30293"
Pittwater Road Southbound,"-33.68112,151.30299"
Pittwater Road Southbound,"-33.68161,151.30312"
Pittwater Road Southbound,"-33.68166,151.30313"
Pittwater Road Southbound,"-33.68201,151.30322"
Pittwater Road Southbound,"-33.68283,151.30344"
Pittwater Road Southbound,"-33.68374,151.30367"
Pittwater Road Southbound,"-33.68387,151.30371"
Pittwater Road Southbound,"-33.68408,151.30377"
Pittwater Road Southbound,"-33.68417,151.3038"
Pittwater Road Southbound,"-33.68431,151.30384"
Pittwater Road Southbound,"-33.68574,151.30421"
Pittwater Road Southbound,"-33.68654,151.30441"
Pittwater Road Southbound,"-33.68739,151.30463"
Pittwater Road Southbound,"-33.6876,151.30469"
Pittwater Road Southbound,"-33.68813,151.30481"
Pittwater Road Southbound,"-33.68861,151.30486"
Pittwater Road Southbound,"-33.68897,151.30491"
Pittwater Road Southbound,"-33.68947,151.30499"
Pittwater Road Southbound,"-33.69044,151.30523"
Pittwater Road Southbound,"-33.6908,151.30529"
Pittwater Road Southbound,"-33.69081,151.30529"
Pittwater Road Southbound,"-33.69101,151.30529"
Pittwater Road Southbound,"-33.69132,151.30525"
Pittwater Road Southbound,"-33.69165,151.30515"
Pittwater Road Southbound,"-33.69181,151.30507"
Pittwater Road Southbound,"-33.69187,151.30504"
Pittwater Road Southbound,"-33.6924,151.30468"
Pittwater Road Southbound,"-33.693,151.30423"
Pittwater Road Southbound,"-33.69354,151.30382"
Pittwater Road Southbound,"-33.69368,151.30371"
Pittwater Road Southbound,"-33.69518,151.30255"
Pittwater Road Southbound,"-33.69541,151.30238"
Pittwater Road Southbound,"-33.69567,151.30219"
Pittwater Road Southbound,"-33.69578,151.3021"
Pittwater Road Southbound,"-33.696,151.30192"
Pittwater Road Southbound,"-33.6967,151.30137"
Pittwater Road Southbound,"-33.69685,151.30125"
Pittwater Road Southbound,"-33.69694,151.30119"
Pittwater Road Southbound,"-33.69703,151.30113"
Pittwater Road Southbound,"-33.6974,151.30092"
Pittwater Road Southbound,"-33.6977,151.30078"
Pittwater Road Southbound,"-33.69815,151.30063"
Pittwater Road Southbound,"-33.69831,151.30058"
Pittwater Road Southbound,"-33.69914,151.30033"
Pittwater Road Southbound,"-33.69947,151.30021"
Pittwater Road Southbound,"-33.6996,151.30017"
Pittwater Road Southbound,"-33.69961,151.30017"
Pittwater Road Southbound,"-33.69986,151.30006"
Pittwater Road Southbound,"-33.70019,151.29988"
Pittwater Road Southbound,"-33.70152,151.29888"
Pittwater Road Southbound,"-33.70191,151.29861"
Pittwater Road Southbound,"-33.70259,151.29808"
Pittwater Road Southbound,"-33.70281,151.29793"
Pittwater Road Southbound,"-33.70311,151.29779"
Pittwater Road Southbound,"-33.70333,151.29771"
Pittwater Road Southbound,"-33.70338,151.2977"
Pittwater Road Southbound,"-33.7035,151.29767"
Pittwater Road Southbound,"-33.70376,151.29763"
Pittwater Road Southbound,"-33.70427,151.29754"
Pittwater Road Southbound,"-33.70507,151.29742"
Pittwater Road Southbound,"-33.70516,151.2974"
Pittwater Road Southbound,"-33.70567,151.29731"
Pittwater Road Southbound,"-33.70604,151.29724"
Pittwater Road Southbound,"-33.70605,151.29723"
Pittwater Road Southbound,"-33.70625,151.2972"
Pittwater Road Southbound,"-33.70653,151.29713"
Pittwater Road Southbound,"-33.70681,151.29703"
Pittwater Road Southbound,"-33.70719,151.29689"
Pittwater Road Southbound,"-33.70783,151.29665"
Pittwater Road Southbound,"-33.70805,151.29656"
Pittwater Road Southbound,"-33.70869,151.29633"
Pittwater Road Southbound,"-33.70906,151.29624"
Pittwater Road Southbound,"-33.70927,151.29619"
Pittwater Road Southbound,"-33.70957,151.29616"
Pittwater Road Southbound,"-33.7098,151.29614"
Pittwater Road Southbound,"-33.70993,151.29615"
Pittwater Road Southbound,"-33.71024,151.2962"
Pittwater Road Southbound,"-33.71056,151.29629"
Pittwater Road Southbound,"-33.71094,151.29646"
Pittwater Road Southbound,"-33.71108,151.29651"
Pittwater Road Southbound,"-33.7111,151.29652"
Pittwater Road Southbound,"-33.71123,151.29655"
Pittwater Road Southbound,"-33.71135,151.29663"
Pittwater Road Southbound,"-33.71145,151.29669"
Pittwater Road Southbound,"-33.71149,151.29671"
Pittwater Road Southbound,"-33.71154,151.29674"
Pittwater Road Southbound,"-33.71176,151.29686"
Pittwater Road Southbound,"-33.71198,151.29698"
Pittwater Road Southbound,"-33.71214,151.29706"
Pittwater Road Southbound,"-33.71232,151.29715"
Pittwater Road Southbound,"-33.71245,151.2972"
Pittwater Road Southbound,"-33.71256,151.29729"
Pittwater Road Southbound,"-33.71269,151.2973"
Pittwater Road Southbound,"-33.71276,151.29731"
Pittwater Road Southbound,"-33.71369,151.29737"
Pittwater Road Southbound,"-33.71421,151.29739"
Pittwater Road Southbound,"-33.71437,151.2974"
Pittwater Road Southbound,"-33.71513,151.29743"
Pittwater Road Southbound,"-33.71542,151.29745"
Pittwater Road Southbound,"-33.71549,151.29745"
Pittwater Road Southbound,"-33.71576,151.29747"
Pittwater Road Southbound,"-33.71667,151.29752"
Pittwater Road Southbound,"-33.71674,151.29753"
Pittwater Road Southbound,"-33.71819,151.29779"
Pittwater Road Southbound,"-33.71831,151.29781"
Pittwater Road Southbound,"-33.71858,151.29786"
Pittwater Road Southbound,"-33.71875,151.29789"
Pittwater Road Southbound,"-33.71901,151.29794"
Pittwater Road Southbound,"-33.71922,151.29798"
Pittwater Road Southbound,"-33.71979,151.29807"
Pittwater Road Southbound,"-33.72005,151.29812"
Pittwater Road Southbound,"-33.72053,151.29821"
Pittwater Road Southbound,"-33.72102,151.2983"
Pittwater Road Southbound,"-33.72121,151.29833"
Pittwater Road Southbound,"-33.72148,151.29838"
Pittwater Road Southbound,"-33.72151,151.29839"
Pittwater Road Southbound,"-33.72173,151.29843"
Pittwater Road Southbound,"-33.72196,151.29847"
Pittwater Road Southbound,"-33.72227,151.2985"
Pittwater Road Southbound,"-33.72282,151.2986"
Pittwater Road Southbound,"-33.72297,151.29863"
Pittwater Road Southbound,"-33.72316,151.29866"
Pittwater Road Southbound,"-33.72352,151.29872"
Pittwater Road Southbound,"-33.72477,151.29895"
Pittwater Road Southbound,"-33.72503,151.299"
Pittwater Road Southbound,"-33.72601,151.29916"
Pittwater Road Southbound,"-33.72725,151.29938"
Pittwater Road Southbound,"-33.72757,151.29945"
Pittwater Road Southbound,"-33.72802,151.29961"
Pittwater Road Southbound,"-33.72803,151.29961"
Pittwater Road Southbound,"-33.72836,151.29974"
Pittwater Road Southbound,"-33.72852,151.29979"
Pittwater Road Southbound,"-33.72857,151.29982"
Pittwater Road Southbound,"-33.72904,151.29999"
Pittwater Road Southbound,"-33.72959,151.30019"
Pittwater Road Southbound,"-33.72969,151.30023"
Pittwater Road Southbound,"-33.73047,151.30058"
Pittwater Road Southbound,"-33.73088,151.30076"
Pittwater Road Southbound,"-33.73154,151.30105"
Pittwater Road Southbound,"-33.73166,151.3011"
Pittwater Road Southbound,"-33.73203,151.30127"
Pittwater Road Southbound,"-33.73224,151.30137"
Pittwater Road Southbound,"-33.73271,151.30157"
Pittwater Road Southbound,"-33.73312,151.30176"
Pittwater Road Southbound,"-33.73335,151.30185"
Pittwater Road Southbound,"-33.73369,151.302"
Pittwater Road Southbound,"-33.73413,151.30212"
Pittwater Road Southbound,"-33.73455,151.3022"
Pittwater Road Southbound,"-33.73505,151.30228"
Pittwater Road Southbound,"-33.73555,151.30236"
Pittwater Road Southbound,"-33.73598,151.3024"
Pittwater Road Southbound,"-33.73728,151.30257"
Pittwater Road Southbound,"-33.73745,151.30259"
Pittwater Road Southbound,"-33.73801,151.30264"
Pittwater Road Southbound,"-33.73813,151.30265"
Pittwater Road Southbound,"-33.73853,151.30269"
Pittwater Road Southbound,"-33.73867,151.30271"
Pittwater Road Southbound,"-33.73909,151.30278"
Pittwater Road Southbound,"-33.73985,151.30284"
Pittwater Road Southbound,"-33.74016,151.30289"
Pittwater Road Southbound,"-33.74044,151.30298"
Pittwater Road Southbound,"-33.74096,151.3032"
Pittwater Road Southbound,"-33.74144,151.3034"
Pittwater Road Southbound,"-33.74215,151.30368"
Pittwater Road Southbound,"-33.74227,151.30371"
Pittwater Road Southbound,"-33.74238,151.30374"
Pittwater Road Southbound,"-33.74263,151.30376"
Pittwater Road Southbound,"-33.74277,151.30375"
Pittwater Road Southbound,"-33.74287,151.30373"
Pittwater Road Southbound,"-33.743,151.30371"
Pittwater Road Southbound,"-33.74301,151.30371"
Pittwater Road Southbound,"-33.74316,151.30366"
Pittwater Road Southbound,"-33.74333,151.30358"
Pittwater Road Southbound,"-33.74368,151.30333"
Pittwater Road Southbound,"-33.7439,151.30317"
Pittwater Road Southbound,"-33.744,151.30309"
Pittwater Road Southbound,"-33.74433,151.30282"
Pittwater Road Southbound,"-33.74449,151.30263"
Pittwater Road Southbound,"-33.74462,151.30241"
Pittwater Road Southbound,"-33.7447,151.30225"
Pittwater Road Southbound,"-33.7448,151.30196"
Pittwater Road Southbound,"-33.74483,151.30177"
Pittwater Road Southbound,"-33.74484,151.30164"
Pittwater Road Southbound,"-33.74485,151.3015"
Pittwater Road Southbound,"-33.74483,151.30114"
Pittwater Road Southbound,"-33.74481,151.30077"
Pittwater Road Southbound,"-33.74474,151.29951"
Pittwater Road Southbound,"-33.74474,151.2991"
Pittwater Road Southbound,"-33.74477,151.29672"
Pittwater Road Southbound,"-33.74477,151.29635"
Pittwater Road Southbound,"-33.74478,151.29616"
Pittwater Road Southbound,"-33.74481,151.29593"
Pittwater Road Southbound,"-33.745,151.29511"
Pittwater Road Southbound,"-33.74515,151.29454"
Pittwater Road Southbound,"-33.74521,151.29429"
Pittwater Road Southbound,"-33.74533,151.29382"
Pittwater Road Southbound,"-33.74555,151.29319"
Pittwater Road Southbound,"-33.74562,151.293"
Pittwater Road Southbound,"-33.74565,151.29294"
Pittwater Road Southbound,"-33.74577,151.29271"
Pittwater Road Southbound,"-33.74594,151.29246"
Pittwater Road Southbound,"-33.74615,151.29218"
Pittwater Road Southbound,"-33.74675,151.29135"
Pittwater Road Southbound,"-33.74687,151.29122"
Pittwater Road Southbound,"-33.74688,151.29121"
Pittwater Road Southbound,"-33.747,151.29111"
Pittwater Road Southbound,"-33.7471,151.29103"
Pittwater Road Southbound,"-33.74764,151.29074"
Pittwater Road Southbound,"-33.74782,151.29065"
Pittwater Road Southbound,"-33.74834,151.29036"
Pittwater Road Southbound,"-33.74855,151.29024"
Pittwater Road Southbound,"-33.74883,151.29007"
Pittwater Road Southbound,"-33.74919,151.28988"
Pittwater Road Southbound,"-33.74935,151.28981"
Pittwater Road Southbound,"-33.74983,151.28955"
Pittwater Road Southbound,"-33.75,151.28946"
Pittwater Road Southbound,"-33.75049,151.28918"
Pittwater Road Southbound,"-33.75101,151.28889"
Pittwater Road Southbound,"-33.75104,151.28887"
Pittwater Road Southbound,"-33.75117,151.28878"
Pittwater Road Southbound,"-33.75127,151.28869"
Pittwater Road Southbound,"-33.75147,151.28844"
Pittwater Road Southbound,"-33.75164,151.28821"
Pittwater Road Southbound,"-33.75177,151.28801"
Pittwater Road Southbound,"-33.75185,151.28789"
Pittwater Road Southbound,"-33.75209,151.28756"
Pittwater Road Southbound,"-33.75221,151.28739"
Pittwater Road Southbound,"-33.75253,151.28693"
Pittwater Road Southbound,"-33.75289,151.28643"
Pittwater Road Southbound,"-33.75317,151.28602"
Pittwater Road Southbound,"-33.75343,151.28566"
Pittwater Road Southbound,"-33.75379,151.28515"
Pittwater Road Southbound,"-33.75399,151.28487"
Pittwater Road Southbound,"-33.75421,151.28455"
Pittwater Road Southbound,"-33.75438,151.28438"
Pittwater Road Southbound,"-33.75528,151.28357"
Pittwater Road Southbound,"-33.75565,151.28326"
Pittwater Road Southbound,"-33.75605,151.2829"
Pittwater Road Southbound,"-33.75642,151.28259"
Pittwater Road Southbound,"-33.75685,151.28224"
Pittwater Road Southbound,"-33.757,151.28212"
Pittwater Road Southbound,"-33.75704,151.28209"
Pittwater Road Southbound,"-33.75712,151.28202"
Pittwater Road Southbound,"-33.75727,151.2819"
Pittwater Road Southbound,"-33.75747,151.28174"
Pittwater Road Southbound,"-33.75776,151.2815"
Pittwater Road Southbound,"-33.75804,151.28125"
Pittwater Road Southbound,"-33.7582,151.2811"
Pittwater Road Southbound,"-33.75831,151.28099"
Pittwater Road Southbound,"-33.75849,151.2808"
Pittwater Road Southbound,"-33.75868,151.28056"
Pittwater Road Southbound,"-33.75875,151.28045"
Pittwater Road Southbound,"-33.75884,151.28034"
Pittwater Road Southbound,"-33.75892,151.28021"
Pittwater Road Southbound,"-33.75896,151.28014"
Pittwater Road Southbound,"-33.75904,151.28001"
Pittwater Road Southbound,"-33.75912,151.27986"
Pittwater Road Southbound,"-33.75928,151.27958"
Pittwater Road Southbound,"-33.75934,151.27949"
Pittwater Road Southbound,"-33.75938,151.27942"
Pittwater Road Southbound,"-33.75957,151.27911"
Pittwater Road Southbound,"-33.75992,151.27867"
Pittwater Road Southbound,"-33.76015,151.27839"
Pittwater Road Southbound,"-33.76041,151.27807"
Pittwater Road Southbound,"-33.76077,151.27764"
Pittwater Road Southbound,"-33.76094,151.27744"
Pittwater Road Southbound,"-33.76099,151.27734"
Pittwater Road Southbound,"-33.76103,151.27726"
Pittwater Road Southbound,"-33.76112,151.27702"
Pittwater Road Southbound,"-33.76121,151.27671"
Pittwater Road Southbound,"-33.76123,151.27658"
Pittwater Road Southbound,"-33.76129,151.2761"
Pittwater Road Southbound,"-33.7613,151.27582"
Pittwater Road Southbound,"-33.76129,151.27562"
Pittwater Road Southbound,"-33.76129,151.27541"
Pittwater Road Southbound,"-33.76126,151.2749"
Pittwater Road Southbound,"-33.76125,151.27466"
Pittwater Road Southbound,"-33.76123,151.27436"
Pittwater Road Southbound,"-33.76123,151.2743"
Pittwater Road Southbound,"-33.76121,151.27409"
Pittwater Road Southbound,"-33.76119,151.27363"
Pittwater Road Southbound,"-33.76118,151.27345"
Pittwater Road Southbound,"-33.76117,151.27324"
Pittwater Road Southbound,"-33.76118,151.27295"
Pittwater Road Southbound,"-33.76123,151.27269"
Pittwater Road Southbound,"-33.76129,151.27254"
Pittwater Road Southbound,"-33.76137,151.27239"
Pittwater Road Southbound,"-33.76145,151.27226"
Pittwater Road Southbound,"-33.76155,151.27214"
Pittwater Road Southbound,"-33.7617,151.272"
Pittwater Road Southbound,"-33.76173,151.27198"
Pittwater Road Southbound,"-33.76192,151.27187"
Pittwater Road Southbound,"-33.76196,151.27185"
Pittwater Road Southbound,"-33.76204,151.27182"
Pittwater Road Southbound,"-33.76223,151.27176"
Pittwater Road Southbound,"-33.7624,151.27173"
Pittwater Road Southbound,"-33.76265,151.27167"
Pittwater Road Southbound,"-33.76299,151.27162"
Pittwater Road Southbound,"-33.76363,151.27153"
Pittwater Road Southbound,"-33.7638,151.2715"
Pittwater Road Southbound,"-33.76407,151.2714"
